35.448687,-97.4021061555
36.181064,-95.7172091215
34.189477,-97.143594101
34.386484,-96.128427600
36.746818,-95.9347111301
36.316244,-95.6257142223
33.997696,-96.404994309
36.394203,-97.8897861750
34.926959,-95.7429331100
35.34758,-97.496565142
35.771118,-95.359682101
35.595019,-97.5498572741
35.435376,-97.5636852918
35.436139,-97.3697794501
35.494873,-97.6019897609
35.38991,-97.5305771102
36.738171,-97.071114600
35.44927,-94.798466900
36.137695,-96.096801115
35.988803,-96.1117421111
35.246055,-96.6580341004
36.132023,-97.0612031721
35.892865,-94.9767981444
36.140947,-95.975841956
36.133852,-95.8515783152
36.089452,-95.9423436841
36.064018,-95.8858141109
35.492911,-97.76018722
35.213589,-97.444195200
34.772924,-96.678697105
36.678977,-97.3089941109
35.270915,-96.9289768201
35.710546,-97.745368101
36.185856,-95.342724630
35.826721,-96.400391220
34.787583,-96.6692923501
34.674682,-99.3348992680
34.171774,-97.1644341311
36.06427,-95.7744143900
36.014216,-95.7981061528
34.488871,-97.8876693521
35.620764,-97.4892723616
36.391453,-97.9216696211
34.623924,-98.4698032401
35.374202,-97.494547415
35.769242,-95.3645131020
35.39166,-97.706388500
35.213073,-97.4857782610
35.608176,-97.5610834825
35.551342,-97.646020
35.46092,-97.621629608
35.459081,-97.4055849039
36.289306,-95.841308317
36.126312,-97.05057510461
36.010314,-95.88580311104
36.103977,-95.8532434733
36.09334,-95.921599409
36.061346,-95.871237400
34.777946,-96.669581201
34.650014,-99.334184322
34.179711,-97.142342220
36.75926,-95.9350392935
36.750157,-95.9457862540
36.061358,-95.7579943325
36.017762,-95.7968926237
36.073191,-95.850419624
36.06128,-95.797051709
34.019271,-94.7391931823
35.031078,-97.934135850
36.314686,-95.62002613589
35.966922,-95.6565522001
34.529987,-97.967499513
34.001487,-96.4106271401
35.64011,-97.514375326
35.651434,-97.481352300
35.512394,-97.9730452105
35.390344,-99.4035753836
36.391217,-97.92560741
35.959152,-96.0092111802
36.577648,-94.7695282324
35.878906,-97.396728312
35.440161,-95.978368520
36.02227,-95.9754791
34.609074,-98.4219214002
34.622971,-98.443398603
34.916339,-95.745971217
36.889302,-94.8778641300
35.349058,-97.5025881813
35.322396,-97.495211907
35.768158,-95.358787503
35.74974,-95.402898101
35.392059,-97.725014901
35.291502,-97.6100951805
35.218736,-97.4685972110
35.203549,-97.4731693200
35.232521,-97.48980512021
35.593058,-97.6390921309
35.4525,-97.60165913300
35.6049,-97.5488211414
35.492978,-97.5351441700
35.448471,-97.4055772121
35.565908,-97.5512513420
35.492927,-97.5779193628
35.507486,-97.5028644041
35.543103,-97.5543514629
35.511739,-97.6058144801
35.435623,-97.4287575117
